iso2,country,authority,roles,website,access_state,http_status,final_url,title,candidate_link_count,candidate_urls,error
LS,Lesotho,Central Bank of Lesotho,insurance,,no-public-website,,,,0,,
LS,Lesotho,Financial Intelligence Unit of Lesotho,financial_intelligence,https://fiu.org.ls/,reachable,200,https://fiu.org.ls/,Financial Intelligence Unit – FIU,1,https://www.un.org/securitycouncil/sanctions/1267/aq_sanctions_list,
LR,Liberia,Central Bank of Liberia,central_banking,http://www.cbl.org.lr/,reachable,200,https://www.cbl.org.lr/,Home | Central Bank of Liberia,1,https://www.cbl.org.lr/publications/document-type/mpc-decisions,
LR,Liberia,Financial Intelligence Agency of Liberia	(FIA-LIBERIA),financial_intelligence,https://www.fialiberia.gov.lr/,reachable,200,https://www.fialiberia.gov.lr/,Financial Intelligence Agency of Liberia,2,https://www.fialiberia.gov.lr/law-enforcement-agencies/;http://moj.gov.lr/agencies/dea/,
LY,Libya,Central Bank of Libya,central_banking;prudential_supervision,https://cbl.gov.ly/en/,reachable,200,https://cbl.gov.ly/en/,The Central Bank of Libya - The Central Bank of Libya,0,,
LI,Liechtenstein,Financial Intelligence Unit Liechtenstein (EFFI),financial_intelligence,http://www.fiu.li/index.php/en/,challenge-protected,403,https://www.llv.li/de/landesverwaltung/stabsstelle-fiu,Just a moment...,0,,
LI,Liechtenstein,Financial Market Authority,prudential_supervision;securities;insurance;pensions,http://www.fma-li.li/,reachable,200,https://www.fma-li.li/de,Finanzmarktaufsicht Liechtenstein,2,https://www.fma-li.li/de/aufsicht-regulierung/enforcement-und-sanktionen;https://www.fma-li.li/de/warning/bekanntmachung-fma-verhaengt-massnahmen-gegen-die-tgi-ag-wegen-unerlaubten-betriebs-des-einlagengeschaefts-1630,
LT,Lithuania,Bank of Lithuania,central_banking;prudential_supervision;securities;insurance;pensions,https://www.lb.lt/en/,challenge-protected,403,https://www.lb.lt/en/,Just a moment...,0,,
LT,Lithuania,Financial Crime Investigation Service Under the Ministry of Interior (FCIS),financial_intelligence,http://www.fntt.lt/en.php/138,challenge-protected,403,http://www.fntt.lt/en.php/138,Just a moment...,0,,
LU,Luxembourg,Central Bank of Luxembourg,central_banking;prudential_supervision,https://www.bcl.lu/en/index.html,reachable,200,https://www.bcl.lu/en/index.html,Banque centrale du Luxembourg - English,3,https://www.bcl.lu/en/Monetary-policy/decisions/index.html;https://www.bcl.lu/fr/publications/Blog/blog-34/index.html;https://www.bcl.lu/en/support/cookies1/index.html,
LU,Luxembourg,Commissariat aux Assurances,insurance,http://www.caa.lu/,reachable,200,https://www.caa.lu/,Accueil - Commissariat aux Assurances,3,https://www.caa.lu/fr/consommateurs/sanctions-et-autres-mesures-administratives;https://www.caa.lu/fr/informations/sanctions-fin-int-contre-russie;https://www.caa.lu/fr/surveillance/sanctions-financieres-internationales,
LU,Luxembourg,Commission de Surveillance du Secteur Financier,prudential_supervision;securities;pensions,http://www.cssf.lu/en/,reachable,200,https://www.cssf.lu/en/,CSSF – The Commission de Surveillance du Secteur Financier is a public institution which supervises the professionals and products of the Luxembourg financial sector.,1,https://www.cssf.lu/en/enforcement-of-financial-information/,
LU,Luxembourg,Financial Intelligence Unit (FIU-LUX),financial_intelligence,http://www.crf.lu/,reachable,200,https://crf.public.lu/fr.html,CRF - Cellule de renseignement financier - Luxembourg,0,,
MO,Macau,Financial Intelligence Office (GIF),financial_intelligence,http://www.gif.gov.mo/web1/en_about.html,network-error,,http://www.gif.gov.mo/web1/en_about.html,,0,,fetch failed
MO,Macau,Monetary Authority of Macao,central_banking;prudential_supervision;insurance;pensions,https://www.amcm.gov.mo/en/,reachable,200,https://www.amcm.gov.mo/en/,AMCM,0,,
MG,Madagascar,Banky Foiben'i Madagasikara,central_banking;prudential_supervision,https://www.banky-foibe.mg/,challenge-protected,200,https://www.banky-foibe.mg/,Banky Foiben'i Madagasikara,0,,
MG,Madagascar,The Financial Intelligent Unit (SAMIFIN),financial_intelligence,https://www.samifin.gov.mg/,reachable,200,https://www.samifin.gov.mg/,Home 1 | Welcome to SAMIFIN,3,https://www.samifin.gov.mg/;https://www.samifin.gov.mg/index.php/renforcement-des-capacites-nationales-en-matiere-dinvestigation-des-actifs-virtuels;https://www.samifin.gov.mg/renforcement-des-capacites-nationales-en-matiere-dinvestigation-des-actifs-virtuels,
MW,Malawi,Financial Intelligence Authority Malawi (FIA-Malawi),financial_intelligence,https://fia.gov.mw/index.php,reachable,200,https://fia.gov.mw/index.php,Financial Intelligence Authority,1,https://fia.gov.mw/publications/Supression%20of%20TF%20and%20Proliferation%20Regulations-Director.pdf,
MW,Malawi,Reserve Bank of Malawi,central_banking;prudential_supervision;securities;pensions,https://www.rbm.mw/,reachable,200,https://www.rbm.mw/,Reserve Bank of Malawi,3,https://www.rbm.mw/Home/GetContentFile/?ContentID=63660;https://www.rbm.mw/;https://www.rbm.mw/FinancialMarkets/TreasuryBills/,
MW,Malawi,Reserve Bank of Malawi,insurance,,no-public-website,,,,0,,
MY,Malaysia,Central Bank of Malaysia,central_banking;prudential_supervision;insurance,http://www.bnm.gov.my/,reachable,200,https://www.bnm.gov.my/,Home - Bank Negara Malaysia,6,https://www.bnm.gov.my/notices-announcements/-/tag/notices-2026;https://www.bnm.gov.my/enforcement-actions;https://www.bnm.gov.my/-/ea-pn-20260814;https://www.bnm.gov.my/monetary-stability/opr-decisions;https://www.bnm.gov.my/web/guest/opr-decision-and-statement;https://www.bnm.gov.my/committees/mprc,
MY,Malaysia,Financial Intelligence Unit Malaysia (UPWBNM),financial_intelligence,http://amlcft.bnm.gov.my/AMLCFT02biii.html,http-error,404,https://amlcft.bnm.gov.my/AMLCFT02biii.html,,0,,
MY,Malaysia,Labuan Financial Services Authority (Labuan FSA),insurance,http://www.labuanfsa.gov.my/,challenge-protected,200,https://www.labuanfsa.gov.my/,Labuan FSA | Gateway to Asia’s Premier Financial Centre,3,https://www.labuanfsa.gov.my/;https://www.labuanfsa.gov.my/clients/asset_717D5286-17F8-4620-B852-83CA4FFCC30C/contentms/img/documents/resources/general-notification/2026/RESTRICTED-PR_Office-Closure-Notice_18032026.pdf;https://www.labuanfsa.gov.my/regulations/enforcement-actions,
MY,Malaysia,Securities Commission*,securities,http://www.sc.com.my/,reachable,200,https://www.sc.com.my/,Securities Commission Malaysia | Home,2,https://www.sc.com.my/regulation/enforcement;https://www.sc.com.my/analytics/enforcement,
MV,Maldives,Capital Market Development Authority,securities;pensions,https://cmda.gov.mv/en,reachable,200,https://cmda.gov.mv/en,CMDA - Capital Market Development Authority,6,https://cmda.gov.mv/en/staff-directory?category=36;https://cmda.gov.mv/en/enforcement;https://cmda.gov.mv/en/downloads/fees-deposits-fines;https://cmda.gov.mv/en/announcements/license-expiration-notice;https://cmda.gov.mv/en/announcements/imposition-of-administrative-actions-on-mtcc;https://cmda.gov.mv/en/downloads?category=56,
MV,Maldives,Maldives Monetary Authority,central_banking;prudential_supervision;insurance;financial_intelligence,http://www.mma.gov.mv/,reachable,200,https://www.mma.gov.mv/,Maldives Monetary Authority - Central Bank of Maldives,0,,
ML,Mali,Autorité des Marchés Financiers de l’UMOA,securities,http://www.crepmf.org/,timeout,,http://www.crepmf.org/,,0,,The operation was aborted due to timeout
ML,Mali,Central Bank of West African States (BCEAO),central_banking;prudential_supervision,https://www.bceao.int/en,reachable,200,https://www.bceao.int/en,BCEAO | Banque Centrale des Etats de l’Afrique de l’Ouest,1,https://www.bceao.int/en,
ML,Mali,Conférence Interafricaine des Marchés d'Assurances (CIMA),insurance,http://cima-afrique.org/,reachable,200,https://cima-afrique.org/,CIMA – Conférence Interafricaine des Marchés d’Assurance,2,https://cima-afrique.org/decisions-du-cma/;https://cima-afrique.org/decisions-de-la-crca/,
ML,Mali,National Financial Intelligence Processing Unit (CENTIF-Mali),financial_intelligence,http://www.centif.gov.ml/,network-error,,http://www.centif.gov.ml/,,0,,fetch failed
MT,Malta,Central Bank of Malta,central_banking;prudential_supervision,http://www.centralbankmalta.org/,reachable,200,https://www.centralbankmalta.org/,Home - Central Bank of Malta,0,,
MT,Malta,Financial Intelligence Analysis Unit (FIAU),financial_intelligence,https://fiaumalta.org/,reachable,200,https://fiaumalta.org/,Home - FIAU,2,https://fiaumalta.org/what-we-do/enforcement/;https://fiaumalta.org/privacy-policy/,
MT,Malta,Malta Financial Services Authority,prudential_supervision;insurance,http://www.mfsa.com.mt/,challenge-protected,403,https://www.mfsa.mt/,Attention Required! | Cloudflare,0,,
MT,Malta,Malta Financial Services Authority,securities;pensions,https://www.mfsa.mt/,challenge-protected,403,https://www.mfsa.mt/,Attention Required! | Cloudflare,0,,
MH,Marshall Islands,Domestic  Financial Intelligence Unit (DFIU),financial_intelligence,,no-public-website,,,,0,,
MR,Mauritania,Autorité de Régulation du Marché Financier,securities,https://www.armf.mr/,reachable,200,https://www.armf.mr/,Autorité de Régulation Des Marchés Financiers | ARMF,0,,
MR,Mauritania,Banque Centrale de Mauritanie,central_banking;prudential_supervision,https://www.bcm.mr/portail,reachable,200,https://www.bcm.mr/portail,Banque Centrale de Mauritanie,0,,
MU,Mauritius,Bank of Mauritius,central_banking;prudential_supervision,http://www.bom.mu/,challenge-protected,200,https://www.bom.mu/,Bank of Mauritius |,17,https://www.bom.mu/monetary-policy/interest-rate-decisions;https://www.bom.mu/financial-stability/amlcft/implementation-targeted-sanctions;https://www.bom.mu/markets/market-notices;https://www.bom.mu/markets/open-market-operations/issue-of-bank-of-mauritius-securities/bom-bills/notice-of-tender;https://www.bom.mu/markets/money-market/primary-dealing-system/notices-and-communiques;https://www.bom.mu/markets/government-of-mauritius-securities/government-of-mauritius-treasury-bills/advance-notice/range-of-GMTB-to-be-issued;https://www.bom.mu/markets/government-of-mauritius-securities/government-of-mauritius-treasury-bills/advance-notice/tenor-of-GMTB-to-be-issued;https://www.bom.mu/markets/government-of-mauritius-securities/government-of-mauritius-treasury-bills/notice-of-tender;https://www.bom.mu/markets/market-notices/market-notices/media-release-35-four-year-government-mauritius-savings-bond;https://www.bom.mu/media/media-releases/public-notice-issue-40-five-year-bank-mauritius-emerald-jubilee-bond;https://www.bom.mu/media/media-releases/public-notice-55th-independence-anniversary-one-year-bank-mauritius-certificate-and-two-year-bank;https://www.bom.mu/media/media-releases/public-notice-consultation-document-guide-issue-sustainable-bonds-mauritius;https://www.bom.mu/media/media-releases/public-notice-public-consultation-paper-central-bank-digital-currency-digital-rupee;https://www.bom.mu/markets/government-mauritius-securities/government-mauritius-treasury-bills-gmtb/advance-notice/tenor-gmtb-be-issued-602;https://www.bom.mu/monetary-policy/interest-rate-decisions/post-mpc-meeting-press-conference-statement-governor-7;https://www.bom.mu/markets/open-market-operations/issue-bank-mauritiusbom-securities/bom-bills/notice-tender/notice-tender-bank-121;https://www.bom.mu/markets/government-mauritius-securities/government-mauritius-treasury-bills-gmtb/notice-tender/notice-tender-966,
MU,Mauritius,Financial Intelligence Unit Mauritius (FIU-Mauritius),financial_intelligence,http://www.fiumauritius.org/English/Pages/default.aspx,timeout,,http://www.fiumauritius.org/English/Pages/default.aspx,,0,,The operation was aborted due to timeout
MU,Mauritius,Financial Services Commission,securities;insurance;pensions,http://www.fscmauritius.org/,challenge-protected,200,http://www.fscmauritius.org/,,0,,
MX,Mexico,Bank of Mexico,central_banking,https://www.banxico.org.mx/indexen.html,http-error,406,https://www.banxico.org.mx/indexen.html,406 - Client browser does not accept the MIME type of the requested page.,0,,
MX,Mexico,Comisión Nacional Bancaria y de Valores,prudential_supervision;securities,http://www.cnbv.gob.mx/,network-error,,http://www.cnbv.gob.mx/,,0,,fetch failed
MX,Mexico,Comision Nacional de Seguros y Fianzas,insurance;pensions,https://www.gob.mx/cnsf,challenge-protected,403,https://www.gob.mx/cnsf,Access Denied,0,,
MX,Mexico,Financial Intelligence Unit Mexico (FIU-Mexico),financial_intelligence,,no-public-website,,,,0,,
MD,Moldova,National Bank of Moldova,central_banking;prudential_supervision;insurance,http://www.bnm.md/en,challenge-protected,200,https://www.bnm.md/en,National Bank of Moldova |,8,https://www.bnm.md/en/content/monetary-policy-decision-06082026;https://www.bnm.md/en/search?partitions[0]=677&post_types[677][0]=834;https://www.bnm.md/en/content/sanctions-applied-non-bank-credit-organizations-published-accordance-provisions-art-753-0;https://www.bnm.md/en/content/sanctions-applied-savings-and-loan-association-published-accordance-provisions-art-753-law;https://www.bnm.md/en/content/applied-sanctions-foreign-exchange-entities;https://www.bnm.md/en/content/applied-sanctions-foreign-exchange-entities-and-published-according-provisions-article-753;https://www.bnm.md/en/content/sanctions-applied-payment-service-providerspostal-service-providerselectronic-money;https://www.bnm.md/en/content/decisions-list,
MD,Moldova,Office for Prevention and Fight Against Money Laundering (SPCSB),financial_intelligence,http://spcsb.cna.md/about-us,http-error,404,http://spcsb.cna.md/about-us,404 Not Found,0,,
MC,Monaco,Autorité Monégasque de Sécurité Financière (AMSF),financial_intelligence,https://www.siccfin.mc/,network-error,,https://www.siccfin.mc/,,0,,fetch failed
MC,Monaco,Commission de Contrôle des Activités Financières,securities,http://www.ccaf.mc/,challenge-protected,200,https://ccaf.mc/,Accueil - CCAF,3,https://ccaf.mc/ccaf/les-sanctions-prononcees/;https://ccaf.mc/wp-content/uploads/2026/03/Decision-de-sanction-TAVIRA-MONACO.pdf;https://ccaf.mc/decision-de-sanction-a-lencontre-de-tavira-monaco-sam/,
MN,Mongolia,Bank of Mongolia,central_banking;financial_intelligence,https://www.mongolbank.mn/en/,reachable,200,https://www.mongolbank.mn/en/,The Central Bank of Mongolia,3,https://www.mongolbank.mn/en/p/1098;https://www.mongolbank.mn/en/p/1164;https://www.mongolbank.mn/en/category/5060,
MN,Mongolia,Financial Regulatory Commission,securities;insurance,http://www.frc.mn/,reachable,200,https://frc.mn/,Санхүүгийн зохицуулах хороо :: FRC.mn,0,,
ME,Montenegro,Capital Market Authority of Montenegro,securities,http://www.scmn.me/,access-blocked,403,http://www.scmn.me/,403 - Forbidden,0,,
ME,Montenegro,Central Bank of Montenegro,central_banking,https://www.cbcg.me/en,reachable,200,https://www.cbcg.me/en,CBCG,1,https://www.cbcg.me/en/public-relations/information/faq?accordion-open=1730,
ME,Montenegro,Department for the Prevention of Money Laundering and Terrorist Financing (DPMLTF),financial_intelligence,http://www.foj.gov.me/,network-error,,http://www.foj.gov.me/,,0,,fetch failed
ME,Montenegro,Insurance Supervision Agency,insurance,http://www.ano.me/,reachable,200,https://ano.me/,Početna - Agencija za nadzor osiguranja,0,,
MS,Montserrat,Eastern Caribbean Central Bank,central_banking;prudential_supervision,http://www.eccb-centralbank.org/,reachable,200,https://www.eccb-centralbank.org/,Home | Eastern Caribbean Central Bank - Eastern Caribbean Central Bank,0,,
MS,Montserrat,Financial Services Commission,prudential_supervision,http://www.fscmontserrat.org/,reachable,200,https://www.fscmontserrat.org/,"Financial Services Commission Montserrat | Responsible for the licensing, supervision and regulation of financial service providers.",3,https://www.fscmontserrat.org/notices/;https://www.fscmontserrat.org/enforcement-measures/;https://www.fscmontserrat.org/sanctions/,
MA,Morocco,Autorité de Contrôle des Assurances et de la Prévoyance Sociale (ACAPS),insurance;pensions,https://www.acaps.ma/,challenge-protected,200,https://www.acaps.ma/fr,L'Autorité | ACAPS,0,,
MA,Morocco,Autorité Marocaine du Marché des Capitaux*,securities,http://www.ammc.ma/,timeout,,http://www.ammc.ma/,,0,,The operation was aborted due to timeout
MA,Morocco,Bank Al-Maghrib (Central Bank of Morocco),central_banking;prudential_supervision,http://www.bkam.ma/en,challenge-protected,200,https://www.bkam.ma/en,BANK AL-MAGHRIB,6,https://www.bkam.ma/en/Monetary-policy/Strategic-framework/Decision-making-process;https://www.bkam.ma/en/Monetary-policy/Strategic-framework/Monetary-policy-decisions/Press-release;https://www.bkam.ma/en/Monetary-policy/Strategic-framework/Monetary-policy-decisions/Decisions-history;https://www.bkam.ma/en/Monetary-policy/Operational-framework/Bank-al-maghrib-intervention-mechanism-in-the-money-market/Fine-tuning-operations;https://www.bkam.ma/en/Banking-supervision/Sanctions-regime;https://www.bkam.ma/en/Find-information-about/Legal-notice,
MA,Morocco,Financial Information Processing Unit (UTRF),financial_intelligence,http://www.utrf.gov.ma/,network-error,,http://www.utrf.gov.ma/,,0,,fetch failed
MZ,Mozambique,Bank of Mozambique,central_banking;prudential_supervision,http://www.bancomoc.mz/,timeout,,http://www.bancomoc.mz/,,0,,The operation was aborted due to timeout
MZ,Mozambique,Financial Intelligence Office of Mozambique (GiFiM),financial_intelligence,https://www.gifim.gov.mz/,reachable,200,https://www.gifim.gov.mz/,GIFiM - Gabinete de Informação Financeira de Moçambique,1,https://www.gifim.gov.mz/,
MZ,Mozambique,Instituto de Supervisão de Seguros de Moçambique,insurance;pensions,http://www.issm.gov.mz/,timeout,,http://www.issm.gov.mz/,,0,,The operation was aborted due to timeout
MM,Myanmar,Central Bank of Myanmar,central_banking;prudential_supervision,http://www.cbm.gov.mm/,challenge-protected,200,https://www.cbm.gov.mm/,Home | Central Bank of Myanmar,4,https://www.cbm.gov.mm/content/2253;https://www.cbm.gov.mm/domestic-sanction-list;https://www.cbm.gov.mm/content/6036;https://www.cbm.gov.mm/un-sanction-list,
NA,Namibia,Bank of Namibia,central_banking;prudential_supervision,http://www.bon.com.na/,timeout,,http://www.bon.com.na/,,0,,The operation was aborted due to timeout
NA,Namibia,Financial Intelligence Centre (FIC),financial_intelligence,https://www.fic.na/,reachable,200,https://www.fic.na/,Home - Financial Intelligence Centre,8,https://www.fic.na/how-we-do-it/publications-consultations/;https://www.fic.na/what-we-do/legal/enforcements-issued/;https://services.fic.na/FICSanctionsTool;https://services.fic.na/ficsanctionstool/;https://www.fic.na/wp-content/uploads/2026/06/Decision-PSG-Wealth-vs-NAMFISA-9-April-2025.pdf;https://www.fic.na/wp-content/uploads/2026/06/Decision-Prudential-Portfolio-Managers-Pty-Ltd-vs-NAMFISA-9-April-2025.pdf;https://www.fic.na/wp-content/uploads/2026/06/Decision-Prudential-Namibia-Unit-Trusts-Ltd-vs-NAMFISA-9-April-2025.pdf;https://www.fic.na/what-we-do/enforcement/,
NA,Namibia,Namibia Financial Institutions Supervisory Authority (NAMFISA),insurance;pensions,https://www.namfisa.com.na/,timeout,,https://www.namfisa.com.na/,,0,,The operation was aborted due to timeout
NR,Nauru,Financial Intelligence Unit of Nauru,financial_intelligence,https://justice.gov.nr/financial-intelligence-unit/,reachable,200,https://justice.gov.nr/financial-intelligence-unit/,Financial Intelligence Unit - Department of Justice & Border Control,7,https://justice.gov.nr/wp-content/uploads/2023/12/Counter-Terrorism-and-Transnational-Organised-Crime-Targeted-Financial-Sanctions-Regulations-2023.pdf;https://justice.gov.nr/wp-content/uploads/2026/02/URGENT-NOTICE-TO-ALL-REPORTING-ENTITIES-AND-STAKEHOLDERS-25.02.26.pdf;https://justice.gov.nr/wp-content/uploads/2026/08/Security-Council-ISIL-Daesh-and-Al-Qaida-Sanctions-Committee-Amends-21-Entries-on-Its-Sanctions-List-_-UN-Meetings-Coverage-and-Press-Releases.pdf;https://justice.gov.nr/wp-content/uploads/2024/06/Anti-Money-Laundering-Targeted-Financial-Sanctions-Fit-and-Proper-Person-Criteria.pdf;https://justice.gov.nr/wp-content/uploads/2024/04/Anti-Money-Laundering-and-Targeted-Financial-Sanctions-Simplified-Due-Diligence-Guideline-2023.pdf;https://justice.gov.nr/wp-content/uploads/2026/02/Anti-Money-Laundering-and-Targeted-Financial-Sanctions-High-Risk-Countries-Guideline-2023-Updated-20.02.26-1.pdf;https://justice.gov.nr/wp-content/uploads/2024/04/Nauru-Targeted-Financial-Sanctions-Terrorism-and-Proliferation-Financing-Guide-2023.pdf,
NP,Nepal,Central Bank of Nepal (Nepal Rastra Bank),central_banking;prudential_supervision;financial_intelligence,http://www.nrb.org.np/,challenge-protected,200,https://www.nrb.org.np/,Nepal Rastra Bank (NRB) - the official site of the Central Bank of Nepal,16,https://www.nrb.org.np/category/notices/?department=ofg;https://www.nrb.org.np/category/miscellaneous-notices/?department=bfr;https://www.nrb.org.np/category/notices/?department=fxm;https://www.nrb.org.np/category/notices/?department=psd;https://www.nrb.org.np/category/notices/?department=bkd;https://www.nrb.org.np/category/ecc-notices/?department=bkd;https://www.nrb.org.np/category/enforcement-action/?department=bsd;https://www.nrb.org.np/category/enforcement-action/?department=fisd;https://www.nrb.org.np/category/notices/?department=nbfisd;https://www.nrb.org.np/category/notices/?department=red;https://www.nrb.org.np/category/notices/?department=gsd;https://www.nrb.org.np/category/notices/?department=hrm;https://www.nrb.org.np/category/pdm-notices/?department=pdm;https://www.nrb.org.np/contents/uploads/2022/08/FXMD-Notice-2_207980_Cryptocurrecy.pdf;https://www.nrb.org.np/category/notices/;https://www.nrb.org.np/targeted-sanction-list-and-other,
NP,Nepal,Nepal Insurance Authority,insurance,http://www.nia.gov.np/,challenge-protected,200,http://www.nia.gov.np/,Nepal Insurance Authority,14,https://www.un.org/securitycouncil/sanctions/1718/materials;https://press.un.org/en/2024/sc15597.doc.htm;http://www.nia.gov.np/get-career/vacancy-notice;http://www.nia.gov.np/law/compilation-of-decision;http://www.nia.gov.np/our/publication/pages/enforcement-action;http://www.nia.gov.np/uploads/notice/20260710100709.pdf;http://www.nia.gov.np/uploads/notice/20240312045655.pdf;http://www.nia.gov.np/popup-notice;http://www.nia.gov.np/uploads/information-center/20260814095121.pdf;http://www.nia.gov.np/uploads/information-center/20260814095104.pdf;http://www.nia.gov.np/uploads/information-center/20260807090625.pdf;http://www.nia.gov.np/uploads/information-center/20260731094852.jpg;http://www.nia.gov.np/uploads/information-center/20260731094827.jpg;http://www.nia.gov.np/uploads/information-center/20260727071039.pdf,
NL,Netherlands,De Nederlandsche Bank,central_banking;prudential_supervision;insurance;pensions,https://www.dnb.nl/en,reachable,200,https://www.dnb.nl/en,De Nederlandsche Bank (DNB) – the central bank of the Netherlands,4,https://www.dnb.nl/en/reliable-financial-sector/financial-sanctions/;https://www.dnb.nl/en/sector-information/open-book-supervision/laws-and-eu-regulations/enforcement/;https://www.dnb.nl/en/sector-information/open-book-supervision/laws-and-eu-regulations/sanctions-act-1977/;https://www.dnb.nl/en/privacy-and-security/cookie-notice/,
NL,Netherlands,Financial Intelligence Unit – Netherlands (FIU-NL),financial_intelligence,http://www.fiu-nederland.nl/en,reachable,200,https://www.fiu-nederland.nl/en/,Home - FIU-Nederland,2,https://www.fiu-nederland.nl/en/knowledge_base/third-party-payments-a-method-used-to-conceal-money-laundering-terrorist-financing-and-sanctions-evasion/;https://www.fiu-nederland.nl/en/knowledge_base/luxury-designer-goods-despite-sanctions/,
NL,Netherlands,The Dutch Authority for the Financial Markets*,securities;insurance,http://www.afm.nl/,reachable,200,https://www.afm.nl/,Voor de Sector,1,https://www.afm.nl/nl-nl/sector/actueel/2026/aug/pb-boete-vfs,
NZ,New Zealand,Financial Markets Authority,securities,https://www.fma.govt.nz/,challenge-protected,403,https://www.fma.govt.nz/,Just a moment...,0,,
NZ,New Zealand,New Zealand Police Financial Intelligence Unit (NZ-Police FIU),financial_intelligence,http://www.police.govt.nz/advice/businesses-and-organisations/fiu,reachable,200,https://www.police.govt.nz/advice/businesses-and-organisations/fiu,NZ Financial Intelligence Unit (FIU) | New Zealand Police,1,https://www.police.govt.nz/advice-services/personal-and-community-safety/trespass-notices,
NZ,New Zealand,Reserve Bank of New Zealand,central_banking;prudential_supervision;insurance,http://www.rbnz.govt.nz/,access-blocked,403,https://www.rbnz.govt.nz/,Website unavailable - Reserve Bank of New Zealand - Te Pūtea Matua,0,,
NZ,New Zealand,The Financial Markets Authority - Te Mana Tatai Hokohoko,insurance,,no-public-website,,,,0,,
NI,Nicaragua,Central Bank of Nicaragua,central_banking,http://www.bcn.gob.ni/,challenge-protected,200,https://validate.perfdrive.com/?ssa=030cd25c-f70d-4130-b14f-6e20465577be&ssb=35158283130&ssc=https%3A%2F%2Fwww.bcn.gob.ni%2F&ssi=a882e9db-chpj-43dc-8795-046e07df0a99&ssk=botmanager_support@radware.com&ssm=70868051268313272100858722761900&ssn=9af4d36ffd2ab8d1b8386177fdcdcbc83752d463d564-89a5-4b9a-8d14a4&sso=51d19d16-ad2a07615330df691fd33c80251769960b997c7adf331a64&ssp=14333852051787226858178726210273759&ssq=37312122781777454907927817904150859983395&ssr=ODEuOTkuNDQuMTU5&sst=Mozilla/5.0%20(compatible;%20RegActions%20regulatory%20ecosystem%20research/1.0;%20+https://regactions.com)&ssu=&ssv=&ssw=&ssx=eyJ1em14IjoiN2ZjMDAwNzg0YzFjMDUtMDAzYS00NjM1LWFkMTQtMGRiZjcyMTEwYmVjMS0xNzg3MjI3ODE3NTIyMC0wMDE5MjEzOGY1M2E3MmE3N2NjMTAiLCJyZCI6ImJjbi5nb2IubmkiLCJfX3V6bWYiOiI3ZjkwMDBkNDYzZDU2NC04OWE1LTRiOWEtOGQxNi1hZDJhMDc2MTUzMzAxLTE3ODcyMjc4MTc1MjIwLTAwNGVmMDY4N2U4NmRkYTdmZTIxMCJ9,Radware Captcha Page,0,,
NI,Nicaragua,Superintendencia de Bancos y Otras Instituciones Financieras,prudential_supervision,http://www.siboif.gob.ni/,timeout,,http://www.siboif.gob.ni/,,0,,The operation was aborted due to timeout
NE,Niger,Autorité des Marchés Financiers de l’UMOA,securities,http://www.crepmf.org/,timeout,,http://www.crepmf.org/,,0,,The operation was aborted due to timeout
NE,Niger,Central Bank of West African States (BCEAO),central_banking;prudential_supervision,https://www.bceao.int/en,reachable,200,https://www.bceao.int/en,BCEAO | Banque Centrale des Etats de l’Afrique de l’Ouest,1,https://www.bceao.int/en,
NE,Niger,Conférence Interafricaine des Marchés d'Assurances (CIMA),insurance,http://cima-afrique.org/,reachable,200,https://cima-afrique.org/,CIMA – Conférence Interafricaine des Marchés d’Assurance,2,https://cima-afrique.org/decisions-du-cma/;https://cima-afrique.org/decisions-de-la-crca/,
NE,Niger,National Financial Intelligence and Processing unit of Niger (CENTIF),financial_intelligence,http://www.finances.gouv.ne/index.php/responsables-du-ministere/a-b-c/centif,challenge-protected,200,https://finances.gouv.ne/index.php/responsables-du-ministere/a-b-c/centif,CENTIF - Ministère des Finances du NIGER,0,,
NG,Nigeria,Central Bank of Nigeria,central_banking;prudential_supervision,http://www.cbn.gov.ng/,reachable,200,https://www.cbn.gov.ng/,Home | Central Bank of Nigeria,1,https://www.cbn.gov.ng/Documents/Notices.html,
NG,Nigeria,National Insurance Commission,insurance,http://www.naicom.gov.ng/,network-error,,http://www.naicom.gov.ng/,,0,,fetch failed
NG,Nigeria,National Pension Commission,pensions,https://www.pencom.gov.ng/,challenge-protected,200,https://www.pencom.gov.ng/,National Pension Commission | Regulators of the Nigerian Pension Industry,1,https://www.pencom.gov.ng/website-privacy-notice/,
NG,Nigeria,Nigeria Deposit Insurance Corporation,prudential_supervision,http://www.ndic.gov.ng/,access-blocked,403,http://www.ndic.gov.ng/,403 - Forbidden,0,,
NG,Nigeria,Nigerian Financial Intelligence Unit (NFIU),financial_intelligence,http://www.nfiu.gov.ng/index.php/nfiu,access-blocked,403,http://www.nfiu.gov.ng/index.php/nfiu,,0,,
NG,Nigeria,Securities and Exchange Commission*,securities,http://www.sec.gov.ng/,reachable,200,https://www.sec.gov.ng/,"Welcome to SEC Nigeria - Securities and Exchange Commission, Nigeria",7,https://www.sec.gov.ng/enforcements/;https://www.sec.gov.ng/enforcements/companies-facing-enforcement-action/;https://www.sec.gov.ng/enforcements/referred-cases/;https://www.sec.gov.ng/enforcements/apc-matters/;https://www.sec.gov.ng/enforcements/litigation/;https://www.sec.gov.ng/enforcements/keep-track-of-enforcement-updates/;https://www.sec.gov.ng/enforcements/information-for-harmed-investors/,
NU,Niue,Niue  Financial Intelligence Unit (Niue FIU),financial_intelligence,,no-public-website,,,,0,,
